man_man,man_woman,woman_man,woman_woman
0.8631775975227356,0.8472216725349426,0.8601186275482178,0.8454239368438721
0.8663482069969177,0.8543301224708557,0.8414488434791565,0.8517173528671265
0.8646861910820007,0.8675917983055115,0.8445942997932434,0.8507533669471741
0.8615249991416931,0.8671309351921082,0.8468617796897888,0.8618119955062866
0.8584813475608826,0.852261483669281,0.8516855835914612,0.8568211197853088
0.8517582416534424,0.8502137064933777,0.8560287952423096,0.8488503694534302
0.8555549383163452,0.8687888979911804,0.8498246669769287,0.8693146109580994
0.852613091468811,0.8490611910820007,0.8605528473854065,0.8606780767440796
0.8402336239814758,0.8470449447631836,0.8562920093536377,0.8613193035125732
0.8656646013259888,0.8535123467445374,0.8506596684455872,0.8680346012115479
0.8504301905632019,0.8649390935897827,0.8617106080055237,0.8451902866363525
0.8535785675048828,0.8586310744285583,0.8631048202514648,0.8516227006912231
0.8585193753242493,0.8482627272605896,0.8514662981033325,0.8488529920578003
0.8689966201782227,0.8551483750343323,0.846712589263916,0.8458917737007141
0.8606299161911011,0.8527784943580627,0.8649940490722656,0.8467531204223633
0.8563601970672607,0.8575748801231384,0.8547977805137634,0.8495492935180664
0.850166916847229,0.863497257232666,0.8506706953048706,0.8440783619880676
0.8530550599098206,0.846921443939209,0.8617470860481262,0.8448458313941956
0.8458014130592346,0.8544371128082275,0.8465964794158936,0.8479338884353638
0.8529508113861084,0.8453572392463684,0.8602902293205261,0.8475406169891357
0.8612399697303772,0.8657768964767456,0.8462964296340942,0.8541601896286011
0.847515881061554,0.8501973152160645,0.8646520376205444,0.8410285115242004
0.8497129082679749,0.8506624698638916,0.8437087535858154,0.8548461198806763
0.8518514633178711,0.8642826676368713,0.8518232107162476,0.8491457104682922
0.8645535111427307,0.864187479019165,0.8500992655754089,0.8684919476509094
0.8473304510116577,0.8541185259819031,0.8481547236442566,0.8494599461555481
0.8536391258239746,0.8466001152992249,0.8536926507949829,0.8480741381645203
0.8551862835884094,0.8437743782997131,0.8624251484870911,0.8479394316673279
0.8457929491996765,0.8611267805099487,0.8483666181564331,0.8495771288871765
0.8611333966255188,0.8618617653846741,0.8463189601898193,0.8455531597137451
0.852367639541626,0.8434770107269287,0.8458092212677002,0.8426486849784851
0.8458698987960815,0.8608059287071228,0.8467348217964172,0.8600418567657471
0.8552262783050537,0.869218111038208,0.8594099283218384,0.8524438142776489
0.8627686500549316,0.8478612899780273,0.8426989316940308,0.8541542887687683
0.8488913178443909,0.8561134338378906,0.856065034866333,0.8668448328971863
0.8489017486572266,0.8497605323791504,0.8642035126686096,0.855141282081604
0.8550496101379395,0.8569183349609375,0.8583017587661743,0.8497921228408813
0.8522738814353943,0.8476361632347107,0.8658050894737244,0.8492009043693542
0.8605786561965942,0.8568606376647949,0.8473619818687439,0.8582912087440491
0.8460285663604736,0.8461748361587524,0.8493385314941406,0.8426120281219482
0.850820004940033,0.8554638624191284,0.8474000096321106,0.8581892848014832
0.8636825084686279,0.8627250790596008,0.8596420884132385,0.8463807702064514
0.8584725260734558,0.8556174635887146,0.8475767970085144,0.8700762391090393
0.8683486580848694,0.8497384190559387,0.8518266081809998,0.8635935187339783
0.8492322564125061,0.855711042881012,0.8474265336990356,0.8465871214866638
0.859147310256958,0.8638355731964111,0.840583860874176,0.8609983325004578
0.85752934217453,0.8460450768470764,0.8538089394569397,0.852470874786377
0.8517143726348877,0.8460226655006409,0.8431373834609985,0.8450599908828735
0.8634958863258362,0.8470295071601868,0.8609827756881714,0.8580686450004578
0.8600199818611145,0.8650577664375305,0.8508636355400085,0.8517031073570251
0.8596418499946594,0.8471954464912415,0.8604775071144104,0.8540252447128296
0.8503286838531494,0.8554157018661499,0.8597642779350281,0.8533310890197754
0.8591321706771851,0.8568519353866577,0.847927987575531,0.8509995937347412
0.858076274394989,0.8533396124839783,0.8696942329406738,0.8628542423248291
0.8707242608070374,0.8681098818778992,0.8604860901832581,0.8471007347106934
0.8476380109786987,0.8603188991546631,0.8451892137527466,0.8439440131187439
0.8512882590293884,0.8513198494911194,0.859926700592041,0.8454972505569458
0.8530092239379883,0.8651543259620667,0.853722870349884,0.8708826899528503
0.8556180596351624,0.8477968573570251,0.8416130542755127,0.8617760539054871
0.8443238139152527,0.8562613725662231,0.8465822339057922,0.8476823568344116
0.8447079062461853,0.8502287864685059,0.8641420006752014,0.8542680740356445
0.8641788363456726,0.8555607795715332,0.8526239395141602,0.8565223813056946
0.8553833961486816,0.8504537343978882,0.850123405456543,0.8511508107185364
0.861369788646698,0.8469350934028625,0.8563423156738281,0.8557608723640442
0.8568940758705139,0.8563122153282166,0.8441651463508606,0.8699830770492554
0.8563209772109985,0.8674526214599609,0.8446155190467834,0.8441581726074219
0.8533138632774353,0.8493301272392273,0.8518645167350769,0.843911349773407
0.8590809106826782,0.8572134375572205,0.861016571521759,0.8603237867355347
